target,route,viewport,src,alt,href,naturalWidth,naturalHeight,assetShape,assetRatio,renderedWidth,renderedHeight,slotShape,slotRatio,objectFit,mismatch,action
cryptoworldz,/miniapp/,mobile,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/miniapp/,mobile,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/support/community-impact/,desktop,/assets/desktop/cryptoworldz/zed-command-centre.png,,http://127.0.0.1:40781/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
cryptoworldz,/support/community-impact/,desktop,/assets/support/desktop/community-impact-emblem-desktop.webp,OneWorldz Community Impact emblem,,900,900,square,1,390,390,square,1,contain,false,KEEP
cryptoworldz,/support/community-impact/,desktop,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/support/community-impact/,desktop,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/support/community-impact/,desktop,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/support/community-impact/,desktop,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/support/community-impact/,mobile,/assets/desktop/cryptoworldz/zed-command-centre.png,,http://127.0.0.1:40781/,1536,864,landscape,1.778,40,31,landscape,1.29,contain,false,KEEP
cryptoworldz,/support/community-impact/,mobile,/assets/support/desktop/community-impact-emblem-desktop.webp,OneWorldz Community Impact emblem,,900,900,square,1,227,227,square,1,contain,false,KEEP
cryptoworldz,/support/community-impact/,mobile,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,112,112,square,1,cover,false,KEEP
cryptoworldz,/support/community-impact/,mobile,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,112,118,square,0.949,cover,false,KEEP
cryptoworldz,/support/community-impact/,mobile,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/support/community-impact/,mobile,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/support/davis-family/,desktop,/assets/support/davis-family/davis-family-hero.jpg,"Help the Davis Family — OneWorldz One Vision, Food, School, Shelter and Hope",,1536,864,landscape,1.778,428,241,landscape,1.776,cover,false,KEEP
cryptoworldz,/support/davis-family/,mobile,/assets/support/davis-family/davis-family-hero.jpg,"Help the Davis Family — OneWorldz One Vision, Food, School, Shelter and Hope",,1536,864,landscape,1.778,227,177,landscape,1.282,contain,false,KEEP
cryptoworldz,/support/jayjayteamdev/,desktop,/assets/desktop/cryptoworldz/zed-command-centre.png,,http://127.0.0.1:40781/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
cryptoworldz,/support/jayjayteamdev/,desktop,/assets/support/desktop/jayjayteamdev-emblem-desktop.webp,JayJayTeamDev Helping Hands emblem,,900,900,square,1,390,390,square,1,contain,false,KEEP
cryptoworldz,/support/jayjayteamdev/,desktop,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/support/jayjayteamdev/,desktop,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/support/jayjayteamdev/,desktop,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/support/jayjayteamdev/,desktop,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/support/jayjayteamdev/,mobile,/assets/desktop/cryptoworldz/zed-command-centre.png,,http://127.0.0.1:40781/,1536,864,landscape,1.778,40,31,landscape,1.29,contain,false,KEEP
cryptoworldz,/support/jayjayteamdev/,mobile,/assets/support/desktop/jayjayteamdev-emblem-desktop.webp,JayJayTeamDev Helping Hands emblem,,900,900,square,1,227,227,square,1,contain,false,KEEP
cryptoworldz,/support/jayjayteamdev/,mobile,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,112,112,square,1,cover,false,KEEP
cryptoworldz,/support/jayjayteamdev/,mobile,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,112,118,square,0.949,cover,false,KEEP
cryptoworldz,/support/jayjayteamdev/,mobile,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/support/jayjayteamdev/,mobile,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/support/reagan-children/,desktop,/assets/desktop/cryptoworldz/zed-command-centre.png,,http://127.0.0.1:40781/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
cryptoworldz,/support/reagan-children/,desktop,/assets/support/desktop/reagan-children-emblem-desktop.webp,Reagan and Children support emblem,,900,900,square,1,390,390,square,1,contain,false,KEEP
cryptoworldz,/support/reagan-children/,desktop,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/support/reagan-children/,desktop,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/support/reagan-children/,desktop,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/support/reagan-children/,desktop,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/support/reagan-children/,mobile,/assets/desktop/cryptoworldz/zed-command-centre.png,,http://127.0.0.1:40781/,1536,864,landscape,1.778,40,31,landscape,1.29,contain,false,KEEP
cryptoworldz,/support/reagan-children/,mobile,/assets/support/desktop/reagan-children-emblem-desktop.webp,Reagan and Children support emblem,,900,900,square,1,227,227,square,1,contain,false,KEEP
cryptoworldz,/support/reagan-children/,mobile,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,112,112,square,1,cover,false,KEEP
cryptoworldz,/support/reagan-children/,mobile,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,112,118,square,0.949,cover,false,KEEP
cryptoworldz,/support/reagan-children/,mobile,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/support/reagan-children/,mobile,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
donateworldz,/,desktop,/assets/approved/desktop/donateworldz-hero.avif,"DonateWorldz support pathways: Reagan and Children, Community Impact and JayJayTeamDev",,1920,640,banner,3,1438,479,banner,3.002,contain,false,KEEP
donateworldz,/,desktop,/assets/oneworldz-gpt/oneworldz-gpt.png,OneWorldz GPT reference artwork,,1536,1229,landscape,1.25,503,402,landscape,1.251,contain,false,KEEP
donateworldz,/,mobile,/assets/approved/desktop/donateworldz-hero.avif,"DonateWorldz support pathways: Reagan and Children, Community Impact and JayJayTeamDev",,960,320,banner,3,388,259,landscape,1.498,contain,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
donateworldz,/,mobile,/assets/oneworldz-gpt/oneworldz-gpt.png,OneWorldz GPT reference artwork,,1536,1229,landscape,1.25,346,277,landscape,1.249,contain,false,KEEP
donateworldz,/community-impact/,desktop,/assets/support/desktop/community-impact-emblem-desktop.webp,Community Impact support emblem,,900,900,square,1,390,390,square,1,contain,false,KEEP
donateworldz,/community-impact/,mobile,/assets/support/desktop/community-impact-emblem-desktop.webp,Community Impact support emblem,,900,900,square,1,227,227,square,1,contain,false,KEEP
donateworldz,/davis-family/,desktop,/assets/support/davis-family/davis-family-hero.jpg,"Help the Davis Family — OneWorldz One Vision, Food, School, Shelter and Hope",,1536,864,landscape,1.778,428,241,landscape,1.776,cover,false,KEEP
donateworldz,/davis-family/,mobile,/assets/support/davis-family/davis-family-hero.jpg,"Help the Davis Family — OneWorldz One Vision, Food, School, Shelter and Hope",,1536,864,landscape,1.778,227,177,landscape,1.282,contain,false,KEEP
donateworldz,/reagan-children/,desktop,/assets/support/desktop/reagan-children-emblem-desktop.webp,Reagan & Children support emblem,,900,900,square,1,390,390,square,1,contain,false,KEEP
donateworldz,/reagan-children/,mobile,/assets/support/desktop/reagan-children-emblem-desktop.webp,Reagan & Children support emblem,,900,900,square,1,227,227,square,1,contain,false,KEEP
ethworldz,/,desktop,/assets/mobile/ethworldz.webp,EthWorldz official identity,http://127.0.0.1:40949/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
ethworldz,/,desktop,/assets/desktop/blockchains/ethworldz.png,EthWorldz approved desktop and mobile production artwork,,1536,512,banner,3,1438,479,banner,3.002,contain,false,KEEP
ethworldz,/,desktop,/assets/mobile/solworldz.webp,SolWorldz official approved profile artwork,https://solworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
ethworldz,/,desktop,/assets/mobile/ethworldz.webp,EthWorldz current World identity,https://ethworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
ethworldz,/,desktop,/assets/mobile/baseworldz.webp,BaseWorldz official approved profile artwork,https://baseworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
ethworldz,/,desktop,/assets/mobile/bnbworldz.webp,BNBWorldz official approved profile artwork,https://bnbworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
ethworldz,/,desktop,/assets/mobile/xrpworldz.webp,XRPWorldz official approved profile artwork,https://xrpworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
ethworldz,/,desktop,/assets/mobile/suiworldz.webp,SuiWorldz official approved profile artwork,https://suiworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
ethworldz,/,desktop,/assets/mobile/hyperworldz.webp,HyperWorldz official approved profile artwork,https://hyperworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
ethworldz,/,desktop,/assets/mobile/robinworldz.webp,RobinWorldz official approved profile artwork,https://robinworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
ethworldz,/,desktop,/assets/mobile/next-big-coin.webp,HodlerWorldz education recognition and rewards identity,https://hodlerworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
ethworldz,/,desktop,/assets/desktop/cryptoworldz/command-centre-five.png,Command Centre Ultimate five protected system roles,,1536,1024,landscape,1.5,605,403,landscape,1.501,contain,false,KEEP
ethworldz,/,desktop,/assets/desktop/cryptoworldz/cryptoworldz-basedbid.webp,Approved LaunchPad and Based.bid partnership artwork,,1536,1024,landscape,1.5,605,403,landscape,1.501,contain,false,KEEP
ethworldz,/,desktop,/assets/desktop/cryptoworldz/impactbased.png,Approved ImpactBased production artwork,,1536,1536,square,1,605,605,square,1,contain,false,KEEP
ethworldz,/,desktop,/assets/support/desktop/reagan-children-emblem-desktop.webp,Reagan and Children support emblem,https://cryptoworldz.xyz/support/reagan-children/,1254,1254,square,1,158,158,square,1,contain,false,KEEP
ethworldz,/,desktop,/assets/support/desktop/community-impact-emblem-desktop.webp,OneWorldz Community Impact emblem,https://cryptoworldz.xyz/support/community-impact/,1254,1254,square,1,158,158,square,1,contain,false,KEEP
ethworldz,/,desktop,/assets/support/desktop/jayjayteamdev-emblem-desktop.webp,JayJayTeamDev Helping Hands emblem,https://cryptoworldz.xyz/support/jayjayteamdev/,1254,1254,square,1,158,158,square,1,contain,false,KEEP
ethworldz,/,desktop,/assets/desktop/purple-diamond-crew/banner.png,Approved Purple Diamond Crew production artwork,,1536,512,banner,3,605,202,banner,2.995,contain,false,KEEP
ethworldz,/,desktop,/assets/desktop/oneworldz/oneworldz-master.png,Approved OneWorldz global gateway artwork,,1536,1229,landscape,1.25,605,484,landscape,1.25,contain,false,KEEP
ethworldz,/,mobile,/assets/mobile/ethworldz.webp,EthWorldz official identity,http://127.0.0.1:40949/,1536,1536,square,1,40,40,square,1,contain,false,KEEP
ethworldz,/,mobile,/assets/desktop/blockchains/ethworldz.png,EthWorldz approved desktop and mobile production artwork,,1536,1536,square,1,388,259,landscape,1.498,contain,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
ethworldz,/,mobile,/assets/mobile/solworldz.webp,SolWorldz official approved profile artwork,https://solworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
ethworldz,/,mobile,/assets/mobile/ethworldz.webp,EthWorldz current World identity,https://ethworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
ethworldz,/,mobile,/assets/mobile/baseworldz.webp,BaseWorldz official approved profile artwork,https://baseworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
ethworldz,/,mobile,/assets/mobile/bnbworldz.webp,BNBWorldz official approved profile artwork,https://bnbworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
ethworldz,/,mobile,/assets/mobile/xrpworldz.webp,XRPWorldz official approved profile artwork,https://xrpworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
ethworldz,/,mobile,/assets/mobile/suiworldz.webp,SuiWorldz official approved profile artwork,https://suiworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
ethworldz,/,mobile,/assets/mobile/hyperworldz.webp,HyperWorldz official approved profile artwork,https://hyperworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
ethworldz,/,mobile,/assets/mobile/robinworldz.webp,RobinWorldz official approved profile artwork,https://robinworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
ethworldz,/,mobile,/assets/mobile/next-big-coin.webp,HodlerWorldz education recognition and rewards identity,https://hodlerworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
ethworldz,/,mobile,/assets/desktop/cryptoworldz/command-centre-five.png,Command Centre Ultimate five protected system roles,,1536,1024,landscape,1.5,352,235,landscape,1.498,contain,false,KEEP
ethworldz,/,mobile,/assets/desktop/cryptoworldz/cryptoworldz-basedbid.webp,Approved LaunchPad and Based.bid partnership artwork,,1536,1024,landscape,1.5,352,235,landscape,1.498,contain,false,KEEP
ethworldz,/,mobile,/assets/desktop/cryptoworldz/impactbased.png,Approved ImpactBased production artwork,,1536,1536,square,1,352,352,square,1,contain,false,KEEP
ethworldz,/,mobile,/assets/support/desktop/reagan-children-emblem-desktop.webp,Reagan and Children support emblem,https://cryptoworldz.xyz/support/reagan-children/,900,900,square,1,80,80,square,1,contain,false,KEEP
ethworldz,/,mobile,/assets/support/desktop/community-impact-emblem-desktop.webp,OneWorldz Community Impact emblem,https://cryptoworldz.xyz/support/community-impact/,900,900,square,1,80,80,square,1,contain,false,KEEP
ethworldz,/,mobile,/assets/support/desktop/jayjayteamdev-emblem-desktop.webp,JayJayTeamDev Helping Hands emblem,https://cryptoworldz.xyz/support/jayjayteamdev/,900,900,square,1,80,92,portrait-wide,0.87,contain,false,KEEP
ethworldz,/,mobile,/assets/desktop/purple-diamond-crew/banner.png,Approved Purple Diamond Crew production artwork,,1229,1536,portrait-wide,0.8,352,440,portrait-wide,0.8,contain,false,KEEP
ethworldz,/,mobile,/assets/desktop/oneworldz/oneworldz-master.png,Approved OneWorldz global gateway artwork,,1229,1536,portrait-wide,0.8,352,440,portrait-wide,0.8,contain,false,KEEP
ethworldz,/acknowledgements/,desktop,/assets/mobile/ethworldz.webp,EthWorldz official identity,http://127.0.0.1:40949/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
ethworldz,/acknowledgements/,mobile,/assets/mobile/ethworldz.webp,EthWorldz official identity,http://127.0.0.1:40949/,1536,1536,square,1,40,40,square,1,contain,false,KEEP
ethworldz,/dex/,desktop,/assets/mobile/ethworldz.webp,EthWorldz official identity,http://127.0.0.1:40949/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
ethworldz,/dex/,desktop,/assets/desktop/blockchains/ethworldz.png,EthWorldz approved production artwork,,1536,512,banner,3,1438,479,banner,3.002,contain,false,KEEP
ethworldz,/dex/,mobile,/assets/mobile/ethworldz.webp,EthWorldz official identity,http://127.0.0.1:40949/,1536,1536,square,1,40,40,square,1,contain,false,KEEP
ethworldz,/dex/,mobile,/assets/desktop/blockchains/ethworldz.png,EthWorldz approved production artwork,,1536,1536,square,1,388,259,landscape,1.498,contain,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
ethworldz,/directory/,desktop,/assets/mobile/ethworldz.webp,EthWorldz official identity,http://127.0.0.1:40949/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
ethworldz,/directory/,mobile,/assets/mobile/ethworldz.webp,EthWorldz official identity,http://127.0.0.1:40949/,1536,1536,square,1,40,40,square,1,contain,false,KEEP
foodworldz,/,desktop,/assets/approved/desktop/foodworldz-hero.avif,Approved FoodWorldz production artwork,,1440,810,landscape,1.778,1438,809,landscape,1.778,contain,false,KEEP
foodworldz,/,mobile,/assets/approved/desktop/foodworldz-hero.avif,Approved FoodWorldz production artwork,,960,540,landscape,1.778,388,259,landscape,1.498,contain,false,KEEP
hodlergalaxy,/,desktop,/assets/mobile/next-big-coin.webp,HodlerWorldz official identity,http://127.0.0.1:40003/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
hodlergalaxy,/,desktop,/assets/approved/desktop/hodlergalaxy-hero.avif,HodlerGalaxy OneWorldz ecosystem exploration portal,,1536,1229,landscape,1.25,1438,1151,landscape,1.249,contain,false,KEEP
hodlergalaxy,/,mobile,/assets/mobile/next-big-coin.webp,HodlerWorldz official identity,http://127.0.0.1:40003/,1536,1536,square,1,40,40,square,1,contain,false,KEEP
hodlergalaxy,/,mobile,/assets/approved/desktop/hodlergalaxy-hero.avif,HodlerGalaxy OneWorldz ecosystem exploration portal,,960,540,landscape,1.778,388,262,landscape,1.481,contain,false,KEEP
hodlergalaxy,/acknowledgements/,desktop,/assets/mobile/next-big-coin.webp,HodlerWorldz official identity,http://127.0.0.1:40003/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
hodlergalaxy,/acknowledgements/,mobile,/assets/mobile/next-big-coin.webp,HodlerWorldz official identity,http://127.0.0.1:40003/,1536,1536,square,1,40,40,square,1,contain,false,KEEP
hodlergalaxy,/directory/,desktop,/assets/mobile/next-big-coin.webp,HodlerWorldz official identity,http://127.0.0.1:40003/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
hodlergalaxy,/directory/,mobile,/assets/mobile/next-big-coin.webp,HodlerWorldz official identity,http://127.0.0.1:40003/,1536,1536,square,1,40,40,square,1,contain,false,KEEP
hodlerworldz,/,desktop,/assets/mobile/next-big-coin.webp,HodlerWorldz official identity,http://127.0.0.1:42471/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
hodlerworldz,/,desktop,/assets/mobile/solworldz.webp,SolWorldz official approved profile artwork,https://solworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
hodlerworldz,/,desktop,/assets/mobile/ethworldz.webp,EthWorldz official approved profile artwork,https://ethworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
hodlerworldz,/,desktop,/assets/mobile/baseworldz.webp,BaseWorldz official approved profile artwork,https://baseworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
hodlerworldz,/,desktop,/assets/mobile/bnbworldz.webp,BNBWorldz official approved profile artwork,https://bnbworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
hodlerworldz,/,desktop,/assets/mobile/xrpworldz.webp,XRPWorldz official approved profile artwork,https://xrpworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
hodlerworldz,/,desktop,/assets/mobile/suiworldz.webp,SuiWorldz official approved profile artwork,https://suiworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
hodlerworldz,/,desktop,/assets/mobile/hyperworldz.webp,HyperWorldz official approved profile artwork,https://hyperworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
hodlerworldz,/,desktop,/assets/mobile/robinworldz.webp,RobinWorldz official approved profile artwork,https://robinworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
hodlerworldz,/,desktop,/assets/mobile/next-big-coin.webp,HodlerWorldz current World identity,https://hodlerworldz.xyz/,1536,1536,square,1,174,174,square,1,contain,false,KEEP
hodlerworldz,/,desktop,/assets/desktop/cryptoworldz/command-centre-five.png,Command Centre Ultimate five protected system roles,,1536,1024,landscape,1.5,605,403,landscape,1.501,contain,false,KEEP
hodlerworldz,/,desktop,/assets/desktop/cryptoworldz/cryptoworldz-basedbid.webp,Approved LaunchPad and Based.bid partnership artwork,,1536,1024,landscape,1.5,605,403,landscape,1.501,contain,false,KEEP
hodlerworldz,/,desktop,/assets/desktop/cryptoworldz/impactbased.png,Approved ImpactBased production artwork,,1536,1536,square,1,605,605,square,1,contain,false,KEEP
hodlerworldz,/,desktop,/assets/support/desktop/reagan-children-emblem-desktop.webp,Reagan and Children support emblem,https://cryptoworldz.xyz/support/reagan-children/,1254,1254,square,1,158,158,square,1,contain,false,KEEP
hodlerworldz,/,desktop,/assets/support/desktop/community-impact-emblem-desktop.webp,OneWorldz Community Impact emblem,https://cryptoworldz.xyz/support/community-impact/,1254,1254,square,1,158,158,square,1,contain,false,KEEP
hodlerworldz,/,desktop,/assets/support/desktop/jayjayteamdev-emblem-desktop.webp,JayJayTeamDev Helping Hands emblem,https://cryptoworldz.xyz/support/jayjayteamdev/,1254,1254,square,1,158,158,square,1,contain,false,KEEP
hodlerworldz,/,desktop,/assets/desktop/purple-diamond-crew/banner.png,Approved Purple Diamond Crew production artwork,,1536,512,banner,3,605,202,banner,2.995,contain,false,KEEP
hodlerworldz,/,desktop,/assets/desktop/oneworldz/oneworldz-master.png,Approved OneWorldz global gateway artwork,,1536,1229,landscape,1.25,605,484,landscape,1.25,contain,false,KEEP
hodlerworldz,/,mobile,/assets/mobile/next-big-coin.webp,HodlerWorldz official identity,http://127.0.0.1:42471/,1536,1536,square,1,40,40,square,1,contain,false,KEEP
hodlerworldz,/,mobile,/assets/mobile/solworldz.webp,SolWorldz official approved profile artwork,https://solworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
hodlerworldz,/,mobile,/assets/mobile/ethworldz.webp,EthWorldz official approved profile artwork,https://ethworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
hodlerworldz,/,mobile,/assets/mobile/baseworldz.webp,BaseWorldz official approved profile artwork,https://baseworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
hodlerworldz,/,mobile,/assets/mobile/bnbworldz.webp,BNBWorldz official approved profile artwork,https://bnbworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
hodlerworldz,/,mobile,/assets/mobile/xrpworldz.webp,XRPWorldz official approved profile artwork,https://xrpworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
hodlerworldz,/,mobile,/assets/mobile/suiworldz.webp,SuiWorldz official approved profile artwork,https://suiworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
hodlerworldz,/,mobile,/assets/mobile/hyperworldz.webp,HyperWorldz official approved profile artwork,https://hyperworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
hodlerworldz,/,mobile,/assets/mobile/robinworldz.webp,RobinWorldz official approved profile artwork,https://robinworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
hodlerworldz,/,mobile,/assets/mobile/next-big-coin.webp,HodlerWorldz current World identity,https://hodlerworldz.xyz/,1536,1536,square,1,96,96,square,1,contain,false,KEEP
hodlerworldz,/,mobile,/assets/desktop/cryptoworldz/command-centre-five.png,Command Centre Ultimate five protected system roles,,1536,1024,landscape,1.5,352,235,landscape,1.498,contain,false,KEEP
hodlerworldz,/,mobile,/assets/desktop/cryptoworldz/cryptoworldz-basedbid.webp,Approved LaunchPad and Based.bid partnership artwork,,1536,1024,landscape,1.5,352,235,landscape,1.498,contain,false,KEEP
hodlerworldz,/,mobile,/assets/desktop/cryptoworldz/impactbased.png,Approved ImpactBased production artwork,,1536,1536,square,1,352,352,square,1,contain,false,KEEP
hodlerworldz,/,mobile,/assets/support/desktop/reagan-children-emblem-desktop.webp,Reagan and Children support emblem,https://cryptoworldz.xyz/support/reagan-children/,900,900,square,1,80,80,square,1,contain,false,KEEP
hodlerworldz,/,mobile,/assets/support/desktop/community-impact-emblem-desktop.webp,OneWorldz Community Impact emblem,https://cryptoworldz.xyz/support/community-impact/,900,900,square,1,80,80,square,1,contain,false,KEEP
hodlerworldz,/,mobile,/assets/support/desktop/jayjayteamdev-emblem-desktop.webp,JayJayTeamDev Helping Hands emblem,https://cryptoworldz.xyz/support/jayjayteamdev/,900,900,square,1,80,92,portrait-wide,0.87,contain,false,KEEP
hodlerworldz,/,mobile,/assets/desktop/purple-diamond-crew/banner.png,Approved Purple Diamond Crew production artwork,,1229,1536,portrait-wide,0.8,352,440,portrait-wide,0.8,contain,false,KEEP
hodlerworldz,/,mobile,/assets/desktop/oneworldz/oneworldz-master.png,Approved OneWorldz global gateway artwork,,1229,1536,portrait-wide,0.8,352,440,portrait-wide,0.8,contain,false,KEEP
hodlerworldz,/acknowledgements/,desktop,/assets/mobile/next-big-coin.webp,HodlerWorldz official identity,http://127.0.0.1:42471/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
hodlerworldz,/acknowledgements/,mobile,/assets/mobile/next-big-coin.webp,HodlerWorldz official identity,http://127.0.0.1:42471/,1536,1536,square,1,40,40,square,1,contain,false,KEEP
